item_id,vertical,category,domain,score
911991771,APP & SPORTS,APPAREL,MLC-JACKETS_AND_COATS,0.3176
636870450,CE,MOBILE,MLC-CELLPHONES,0.5638
641994740,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.1867999999999999
453909243,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-HEAT_GUNS,0.4558
624411351,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.0664
923659504,T & B,PARTY,MLC-FOG_MACHINES,0.0071999999999999
548125227,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.166
634803238,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.2518
908986199,CE,ELECTRONICS,MLC-HAIR_DRYERS,0.4598
925186401,CE,COMPUTERS,MLC-NOTEBOOKS,0.3162
608854489,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.0484
532069243,CE,COMPUTERS,MLC-3D_PRINTER_FILAMENTS,0.9176
502327674,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.171
611219834,CE,MOBILE,MLC-CELLPHONES,0.8094
925013330,CE,COMPUTERS,MLC-NOTEBOOKS,0.7006
497279672,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.5067999999999999
635048147,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.26
520012904,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-MITER_SAWS,0.0225999999999999
916081311,HOME & INDUSTRY,HOME&DECOR,MLC-TABLE_AND_DESK_LAMPS,0.1907999999999999
917807138,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PAINT_SPRAYERS,0.7796
605917751,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.8442
639124707,T & B,TOYS AND GAMES,MLC-COSTUMES,0.435
908980987,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.0814
599969536,CE,ELECTRONICS,MLC-IRONS,0.1273999999999999
583031729,CPG,CLEANING,MLC-KITCHEN_PAPER_TOWELS,0.5166
630331909,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.5374
627372091,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PERMANENT_EPILATORS,0.4913999999999999
918973029,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.6432
445082329,APP & SPORTS,APPAREL,MLC-ONE_PIECE_PAJAMAS,0.1413999999999999
626508059,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.6102
509549843,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.12
919807089,BEAUTY & HEALTH,PHARMACEUTICS,MLC-THERMOMETERS,0.3752
901727873,CE,MOBILE,MLC-CELLPHONES,0.8802
915889291,CE,COMPUTERS,MLC-NOTEBOOKS,0.6954
503627012,CPG,CLEANING,MLC-TOILET_PAPERS,0.8271999999999999
596911381,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.5142
552015956,CPG,CLEANING,MLC-LAUNDRY_DETERGENTS,0.7688
573434986,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.2844
435618168,APP & SPORTS,SPORTS,MLC-CAMPING_AND_FISHING_EQUIPMENT,0.9646
901157222,CE,ELECTRONICS,MLC-VR_HEADSETS,0.9344
924614556,T & B,TOYS AND GAMES,MLC-ACTION_FIGURES,0.6514
640437086,CE,MOBILE,MLC-CELLPHONES,0.3918
567708084,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.1997999999999999
611219760,CE,MOBILE,MLC-CELLPHONES,0.1233999999999999
917808006,CE,COMPUTERS,MLC-RAM_MEMORY_MODULES,0.1362
595461648,HOME & INDUSTRY,HOME&DECOR,MLC-STOOLS,0.2198
554839717,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.3646
618129298,OTHERS,PET PRODUCTS,MLC-CAT_SCRATCHERS,0.6792
536048372,CE,ELECTRONICS,MLC-PORTABLE_EVAPORATIVE_AIR_COOLERS,0.2112
518827768,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TABLE_SAWS,0.8804
601525188,CE,ELECTRONICS,MLC-COFFEE_MAKERS,0.8728
586528509,CPG,PERSONAL HYGIENE,MLC-ADULT_DIAPERS,0.1251999999999999
497183787,HOME & INDUSTRY,HOME&DECOR,MLC-IRRIGATION_SPRINKLERS,0.914
518643604,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-LASER_LEVELS,0.4402
591274315,CE,ELECTRONICS,MLC-REFRIGERATORS,0.3
906344908,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.9876
919104332,CE,MOBILE,MLC-CELLPHONES,0.2745999999999999
901030291,APP & SPORTS,APPAREL,MLC-UNDERPANTS,0.1512
552898990,HOME & INDUSTRY,HOME&DECOR,MLC-LIGHT_BULBS,0.491
568469735,CE,COMPUTERS,MLC-3D_PRINTERS,0.421
631076471,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.1674
480005130,HOME & INDUSTRY,HOME&DECOR,MLC-QUILTS_AND_COVERLETS,0.3942
626869405,CE,MOBILE,MLC-CELLPHONES,0.8386
633034880,HOME & INDUSTRY,HOME&DECOR,MLC-MATTRESSES,0.2858
909015253,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.7074
541429722,APP & SPORTS,SPORTS,MLC-AIR_MATTRESSES,0.0171999999999999
522981035,CE,ELECTRONICS,MLC-REFRIGERATORS,0.057
484851389,CE,COMPUTERS,MLC-MOUSE_PADS,0.2186
642932029,CE,MOBILE,MLC-CELLPHONES,0.6417999999999999
919794210,CE,COMPUTERS,MLC-NOTEBOOKS,0.6597999999999999
600330448,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.6476
522886861,CE,COMPUTERS,MLC-WEBCAMS,0.3952
568198382,APP & SPORTS,SPORTS,MLC-STATIONARY_BICYCLES,0.2386
634748479,HOME & INDUSTRY,HOME&DECOR,MLC-MATTRESSES,0.2271999999999999
524360912,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.7854
630773365,CE,COMPUTERS,MLC-ROUTERS_AND_WIRELESS_SYSTEMS,0.1642
584737823,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_LIGHTS,0.7652
545716947,CPG,PERSONAL HYGIENE,MLC-DISPOSABLE_BABY_DIAPERS,0.622
902088351,APP & SPORTS,SPORTS,MLC-AIRSOFT_GUNS,0.8196
903619845,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.3404
574374644,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.9606
487507255,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BLOOD_GLUCOSE_METERS,0.049
510417170,CPG,FOODS,MLC-GROUND_AND_WHOLE_BEANS_COFFEE,0.9276
496883054,HOME & INDUSTRY,HOME&DECOR,MLC-BOX_SPRING_AND_MATTRESS_SETS,0.2378
547881264,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS,0.6512
553216307,APP & SPORTS,SPORTS,MLC-TENTS,0.5611999999999999
629881021,HOME & INDUSTRY,HOME&DECOR,MLC-SOFA_AND_FUTON_COVERS,0.2381999999999999
640726870,CE,MOBILE,MLC-TABLETS,0.985
535617834,CE,MOBILE,MLC-TELEPHONES,0.5534
550011250,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.4908
600413807,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.6508
514111347,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.9706
611219846,CE,MOBILE,MLC-TABLETS,0.6122
927317690,CE,MOBILE,MLC-CELLPHONES,0.7228
586480253,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.0512
906957364,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.9088
613177714,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.475
553063274,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.1794
641922590,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.242
565757954,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.044
434964343,BEAUTY & HEALTH,PHARMACEUTICS,MLC-BLOOD_PRESSURE_MONITORS,0.9336
516291391,ACC,AUTOPARTS,MLC-AUTOMOBILE_FUEL_PUMPS,0.0145999999999999
565282543,ACC,AUTOPARTS,MLC-ROOF_RACKS,0.2196
584169295,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9484
639968831,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.4124
616320566,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9864
639382326,CE,MOBILE,MLC-SMARTWATCHES,0.2974
561002400,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.7784
541864994,ACC,ACC TOOLS,MLC-CAR_SCANNERS,0.3703999999999999
634813795,HOME & INDUSTRY,HOME&DECOR,MLC-COFFEE_TABLES,0.0784
523776122,HOME & INDUSTRY,HOME&DECOR,MLC-LED_STRIPS,0.7888
913592954,APP & SPORTS,SPORTS,MLC-BICYCLE_ACCESSORIES_AND_SPARE_PARTS,0.392
627812488,CE,ELECTRONICS,MLC-DRONES,0.5986
632117536,ENTERTAINMENT,"BOOKS, MULTIMEDIA & OTHER E!",MLC-MUSIC_ALBUMS,0.3702
519541395,APP & SPORTS,SPORTS,MLC-ROLLER_SKATES,0.6742
528082347,CE,COMPUTERS,MLC-GRAPHICS_TABLETS,0.158
553387283,APP & SPORTS,SPORTS,MLC-HOVERBOARDS,0.6368
577440253,CE,ELECTRONICS,MLC-COFFEE_MAKERS,0.6978
620751080,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.0013999999999999
611223915,CE,ELECTRONICS,MLC-FANS,0.8932
539552935,CE,COMPUTERS,MLC-INK_CARTRIDGES,0.2131999999999999
582679180,CE,ELECTRONICS,MLC-TELESCOPES,0.8604
537037112,BEAUTY & HEALTH,PERSONAL CARE,MLC-FACIAL_SKIN_CARE_PRODUCTS,0.0565999999999999
570736554,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.8868
924869430,CE,COMPUTERS,MLC-WIRELESS_ANTENNAS,0.6946
918933412,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.1922
921685334,T & B,TOYS AND GAMES,MLC-COSTUMES,0.8533999999999999
905113439,HOME & INDUSTRY,HOME&DECOR,MLC-LIGHT_BULBS,0.5736
550622019,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.245
907180376,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.4449999999999999
904190962,CE,MOBILE,MLC-SMARTWATCHES,0.2218
490414856,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.0482
636826578,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.1311999999999999
542066378,BEAUTY & HEALTH,PERSONAL CARE,MLC-BODY_SKIN_CARE_PRODUCTS,0.5164
607171025,BEAUTY & HEALTH,PERSONAL CARE,MLC-FACIAL_SKIN_CARE_PRODUCTS,0.3254
615894179,CE,COMPUTERS,MLC-NOTEBOOKS,0.4098
626069319,CE,ELECTRONICS,MLC-OVENS,0.5816
633967905,HOME & INDUSTRY,HOME&DECOR,MLC-SOFAS,0.0859999999999999
641375474,CE,ELECTRONICS,MLC-OVENS,0.3274
902082845,CE,COMPUTERS,MLC-NOTEBOOKS,0.5542
905750854,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_BATTERIES,0.9572
609167440,CE,COMPUTERS,MLC-HEADPHONES,0.9568
503596919,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.946
537304405,BEAUTY & HEALTH,PERSONAL CARE,MLC-NAIL_STRENGTHENERS,0.5786
584826146,CE,ELECTRONICS,MLC-PROJECTORS,0.8664
911346103,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.6874
523992058,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-POWER_GRINDERS,0.9398
565231653,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-KITCHEN_SINKS,0.628
446940506,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DEMOLITION_HAMMERS,0.0792
484838491,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.7266
920462085,T & B,TOYS AND GAMES,MLC-COSTUMES,0.0098
451283944,ACC,AUTOPARTS,MLC-AUTOMOTIVE_ALARM_KITS,0.6839999999999999
536838205,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.3084
476629994,CPG,PETS FOOD,MLC-CATS_AND_DOGS_FOODS,0.0181999999999999
553700662,CE,COMPUTERS,MLC-WIRELESS_ANTENNAS,0.591
632385888,HOME & INDUSTRY,HOME&DECOR,MLC-DRYING_RACKS,0.3154
533949946,BEAUTY & HEALTH,PERSONAL CARE,MLC-MANICURE_AND_PEDICURE_SUPPLIES,0.2463999999999999
575882382,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.0305999999999999
547251868,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PRUNING_SHEARS,0.5988
491240796,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS,0.9316
639391674,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.8644
615889129,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.0141999999999999
621754208,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.1078
566345910,HOME & INDUSTRY,HOME&DECOR,MLC-CHAIR_COVERS,0.683
616181762,CE,ELECTRONICS,MLC-IRONS,0.148
590199209,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.3122
585318765,HOME & INDUSTRY,STATIONARY,MLC-COIL_BINDING_MACHINES,0.4851999999999999
566351440,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.3922
642974546,CE,ELECTRONICS,MLC-BREAD_MAKERS,0.4022
905305412,CE,COMPUTERS,MLC-NOTEBOOKS,0.356
608517387,CE,MOBILE,MLC-CELLPHONES,0.5698
520741117,T & B,TOYS AND GAMES,MLC-DOLLS,0.8238
900434466,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BATHROOM_FAUCETS,0.1493999999999999
920141922,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.615
920398062,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.8374
606313080,CE,ELECTRONICS,MLC-HAIR_DYES_COLORANTS_DECOLORANTS,0.5478
581815598,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.588
566347491,HOME & INDUSTRY,STATIONARY,MLC-MARKERS_AND_HIGHLIGHTERS,0.6306
915671301,HOME & INDUSTRY,HOME&DECOR,MLC-DOOR_AND_WINDOW_AWNINGS_AND_EAVES,0.0041999999999999
479307084,HOME & INDUSTRY,INDUSTRY,MLC-INDUSTRIAL_AND_COMMERCIAL_EQUIPMENT,0.1069999999999999
541962152,CE,ELECTRONICS,MLC-FANS,0.784
519609244,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.0295999999999999
622540116,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.2742
915983152,CE,COMPUTERS,MLC-PRINTERS,0.3481999999999999
641557556,CE,MOBILE,MLC-CELLPHONES,0.4187999999999999
638716095,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.1647999999999999
536523107,APP & SPORTS,SPORTS,MLC-GYM_DUMBBELLS,0.9392
916411815,CE,MOBILE,MLC-CELLPHONES,0.679
626580094,APP & SPORTS,APPAREL,MLC-ONE_PIECE_PAJAMAS,0.255
518422146,HOME & INDUSTRY,HOME&DECOR,MLC-GARDEN_AND_OUTDOOR_SUPPLIES,0.8532
582557180,CE,COMPUTERS,MLC-LAPTOP_CHARGERS,0.0896
916516535,CPG,PERSONAL HYGIENE,MLC-BAR_SOAPS,0.1171999999999999
552546445,HOME & INDUSTRY,INDUSTRY,MLC-RESPIRATORS,0.3024
590761078,CE,MOBILE,MLC-CELLPHONES,0.9096
611221903,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.9196
633695487,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DEMOLITION_HAMMERS,0.032
573372719,CE,ELECTRONICS,MLC-KITCHEN_RANGE_HOODS,0.6888
615888401,CE,COMPUTERS,MLC-HEADPHONES,0.4082
625862791,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.5833999999999999
920051387,CE,COMPUTERS,MLC-NOTEBOOKS,0.6008
474368059,CE,COMPUTERS,MLC-PRINTERS,0.7876
576567304,ACC,AUTOPARTS,MLC-VEHICLE_ACCESSORIES,0.8774
532085520,HOME & INDUSTRY,STATIONARY,MLC-COMMERCIAL_AND_EVENT_BAGS,0.016
529235833,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.5004
519320168,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_BRUSH_CUTTERS_AND_STRING_TRIMMERS,0.867
569104571,CE,ELECTRONICS,MLC-VR_HEADSETS,0.6426
565529536,CE,ELECTRONICS,MLC-REFRIGERATORS,0.645
574371817,HOME & INDUSTRY,HOME&DECOR,MLC-CUSHIONS,0.0998
464135034,CE,ELECTRONICS,MLC-REFRIGERATORS,0.9264
911978461,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PERMANENT_EPILATORS,0.4297999999999999
902095339,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7123999999999999
510747475,CE,COMPUTERS,MLC-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,0.0131999999999999
554711836,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-AIR_COMPRESSORS,0.6012
531870474,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9604
559356519,HOME & INDUSTRY,INDUSTRY,MLC-INDUSTRIAL_COOKING_OVENS,0.5154
552017429,HOME & INDUSTRY,HOME&DECOR,MLC-SOFAS,0.396
539740551,T & B,TOYS AND GAMES,MLC-TOY_BUILDING_SETS,0.4579999999999999
900682342,ENTERTAINMENT,"BOOKS, MULTIMEDIA & OTHER E!",MLC-BOOKS,0.6434
642371547,APP & SPORTS,APPAREL,MLC-JACKETS_AND_COATS,0.9574
496749110,CE,ELECTRONICS,MLC-DJ_TURNTABLES,0.7656
615313357,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.7548
455721433,ACC,AUTOPARTS,MLC-VEHICLE_PARTS,0.6158
567032773,CE,COMPUTERS,MLC-KEYBOARD_AND_MOUSE_KITS,0.059
435051657,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-ANTI_DECUBITUS_MATTRESSES,0.2966
501418987,CE,ELECTRONICS,MLC-MINI_COMPONENT_SYSTEMS,0.2503999999999999
908530330,CE,MOBILE,MLC-CELLPHONES,0.9972
577724301,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.3186
621567074,ACC,MOTOPARTS,MLC-MOTORCYCLE_COVERS,0.2887999999999999
578411529,CE,COMPUTERS,MLC-WIRELESS_ANTENNAS,0.8613999999999999
499304228,CE,ELECTRONICS,MLC-WATER_HEATERS,0.685
609477086,CE,ELECTRONICS,MLC-MEMORY_CARDS,0.7168
636875239,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.357
906737247,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.2374
475489839,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_FILTERS,0.6194
627180309,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.8434
611219821,CE,COMPUTERS,MLC-COMPUTER_MICE,0.788
499027427,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-HOSPITAL_BEDS,0.6636
547273011,CE,COMPUTERS,MLC-SPEAKERS,0.4569999999999999
501415804,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.5851999999999999
639966502,CE,MOBILE,MLC-CELLPHONES,0.973
915384210,CE,COMPUTERS,MLC-PC_KEYBOARDS,0.5306
451830221,OTHERS,PET PRODUCTS,MLC-CATS_LITTER,0.782
463806286,APP & SPORTS,APPAREL,MLC-JACKETS_AND_COATS,0.6864
620041824,T & B,TOYS AND GAMES,MLC-PUSH_AND_RIDING_TOYS,0.3604
612957300,CE,MOBILE,MLC-SMARTWATCHES,0.3224
545931279,CE,COMPUTERS,MLC-EXTERNAL_LAPTOP_COOLERS,0.8302
601568079,CE,MOBILE,MLC-CELLPHONES,0.272
574375353,CE,ELECTRONICS,MLC-TELESCOPES,0.1288
521366499,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_HAND_PLANERS,0.4234
566181872,HOME & INDUSTRY,HOME&DECOR,MLC-HOT_TUBS,0.1505999999999999
360012295,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.1632
481937614,CE,ELECTRONICS,MLC-STEAM_CLEANERS,0.3496
513603387,APP & SPORTS,SPORTS,MLC-AEROBICS_AND_FITNESS_EQUIPMENT,0.6752
485203838,CPG,PERSONAL HYGIENE,MLC-HAIR_SHAMPOOS_AND_CONDITIONERS,0.1468
581007808,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.4127999999999999
599643649,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.816
609531734,APP & SPORTS,APPAREL,MLC-PANTIES,0.6662
530311025,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.8584
475562966,ACC,AUTOPARTS,MLC-VEHICLE_ACCESSORIES,0.5548
927420666,CE,COMPUTERS,MLC-GRAPHICS_CARDS,0.2904
612710783,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BAR_CLAMPS,0.905
574768709,CE,COMPUTERS,MLC-PRINTERS,0.58
598279789,BEAUTY & HEALTH,PERSONAL CARE,MLC-NAIL_POLISH,0.2174
537566394,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.7734
905289964,CE,COMPUTERS,MLC-NOTEBOOKS,0.1218
587978490,CE,COMPUTERS,MLC-GRAPHICS_TABLETS,0.2304
536048397,CE,ELECTRONICS,MLC-COFFEE_MAKERS,0.2024
926359567,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7214
611221069,CE,MOBILE,MLC-CELLPHONES,0.4312
550270403,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.8606
926879349,CE,MOBILE,MLC-CELLPHONES,0.7288
526572489,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.1694
461029930,CE,ELECTRONICS,MLC-HAIR_CLIPPERS,0.0988
504718089,OTHERS,PET PRODUCTS,MLC-ANIMAL_AND_PET_PRODUCTS,0.6038
452035781,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PAINT_SPRAYERS,0.4544
616166645,ACC,VEHICULAR MULTIMEDIA,MLC-WIRELESS_FM_TRANSMITTERS,0.5224
462129366,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_EQUIPMENT,0.178
522782854,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.5569999999999999
591946143,APP & SPORTS,APPAREL ACCESORIES,MLC-BACKPACKS,0.4568
531742329,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-METAL_DETECTORS,0.6608
605361892,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.6616
632634699,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.872
931760736,CE,MOBILE,MLC-CELLPHONES,0.1846
925754982,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CHAINSAWS,0.7468
901448428,CE,COMPUTERS,MLC-PRINTERS,0.9504
460995798,BEAUTY & HEALTH,PERSONAL CARE,MLC-DEPILATORY_WAXES,0.6528
593949874,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.3416
912208329,CE,MOBILE,MLC-CELLPHONES,0.3816
601165426,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BODYWEIGHT_SCALES,0.8926
543464984,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9708
614101687,APP & SPORTS,SPORTS,MLC-AEROBICS_AND_FITNESS_EQUIPMENT,0.0827999999999999
639375956,CE,ELECTRONICS,MLC-TELEVISIONS,0.9896
921621037,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.3806
579771879,HOME & INDUSTRY,HOME&DECOR,MLC-BED_SHEETS,0.1745999999999999
634429201,T & B,TOYS AND GAMES,MLC-TRAMPOLINES,0.8012
642350682,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.8513999999999999
489419390,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BODYWEIGHT_SCALES,0.2508
572587513,HOME & INDUSTRY,INDUSTRY,MLC-MANUAL_HOISTS,0.172
547890424,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.6504
598780804,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-HAND_TRUCKS,0.0749999999999999
536048383,CE,ELECTRONICS,MLC-JUICERS,0.3248
917708275,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_TREE_ORNAMENTS,0.1882
500082747,T & B,TOYS AND GAMES,MLC-TRAMPOLINES,0.0545999999999999
639382873,CE,MOBILE,MLC-SMARTWATCHES,0.989
640461553,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.7986
566351112,APP & SPORTS,SPORTS,MLC-TRAINING_MASKS,0.9564
552877665,HOME & INDUSTRY,SECURITY,MLC-ELECTRONIC_ENTRANCE_INTERCOMS,0.375
902640468,HOME & INDUSTRY,INDUSTRY,MLC-HYGROMETERS,0.7616
620358521,CE,COMPUTERS,MLC-NOTEBOOKS,0.9978
529603834,APP & SPORTS,SPORTS,MLC-AIRSOFT_GUNS,0.0669999999999999
524805051,CE,ELECTRONICS,MLC-IRONS,0.4426
529534119,HOME & INDUSTRY,HOME&DECOR,MLC-CUSHIONS,0.5984
541863508,BEAUTY & HEALTH,PERSONAL CARE,MLC-HAIR_BRUSHES,0.7046
